x-axis;1;2;;Segundo diodo;
second;Volt;Volt;;Vd;Id
-1,25E+00;3,45E+10;1,62E+10;;1,83E+10;1,53E+15
-1,25E+00;3,50E+10;1,66E+10;;1,85E+10;1,57E+15
-1,24E+00;3,45E+10;1,62E+10;;1,83E+10;1,53E+15
-1,24E+00;3,50E+10;1,59E+10;;1,91E+10;1,50E+15
-1,23E+00;3,45E+10;1,62E+10;;1,83E+10;1,53E+15
-1,23E+00;3,45E+10;1,62E+10;;1,83E+10;1,53E+15
-1,22E+00;3,45E+10;1,59E+10;;1,86E+10;1,50E+15
-1,22E+00;3,40E+10;1,62E+10;;1,78E+10;1,53E+15
-1,21E+00;3,50E+10;1,59E+10;;1,91E+10;1,50E+15
-1,21E+00;3,45E+10;1,56E+10;;1,89E+10;1,47E+15
-1,20E+00;3,45E+10;1,59E+10;;1,86E+10;1,50E+15
-1,20E+00;3,40E+10;1,59E+10;;1,81E+10;1,50E+15
-1,19E+00;3,40E+10;1,59E+10;;1,81E+10;1,50E+15
-1,19E+00;3,40E+10;1,59E+10;;1,81E+10;1,50E+15
-1,18E+00;3,40E+10;1,56E+10;;1,84E+10;1,47E+15
-1,18E+00;3,40E+10;1,53E+10;;1,87E+10;1,44E+15
-1,17E+00;3,40E+10;1,56E+10;;1,84E+10;1,47E+15
-1,17E+00;3,40E+10;1,56E+10;;1,84E+10;1,47E+15
-1,16E+00;3,45E+10;1,56E+10;;1,89E+10;1,47E+15
-1,16E+00;3,35E+10;1,53E+10;;1,82E+10;1,44E+15
-1,15E+00;3,35E+10;1,53E+10;;1,82E+10;1,44E+15
-1,15E+00;3,40E+10;1,53E+10;;1,87E+10;1,44E+15
-1,14E+00;3,35E+10;1,53E+10;;1,82E+10;1,44E+15
-1,14E+00;3,40E+10;1,53E+10;;1,87E+10;1,44E+15
-1,13E+00;3,40E+10;1,53E+10;;1,87E+10;1,44E+15
-1,13E+00;3,35E+10;1,53E+10;;1,82E+10;1,44E+15
-1,12E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,12E+00;3,40E+10;1,50E+10;;1,90E+10;1,42E+15
-1,11E+00;3,35E+10;1,53E+10;;1,82E+10;1,44E+15
-1,11E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,10E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,10E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,09E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,09E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,08E+00;3,30E+10;1,50E+10;;1,80E+10;1,42E+15
-1,08E+00;3,35E+10;1,50E+10;;1,85E+10;1,42E+15
-1,07E+00;3,30E+10;1,47E+10;;1,83E+10;1,39E+15
-1,07E+00;3,30E+10;1,47E+10;;1,83E+10;1,39E+15
-1,06E+00;3,35E+10;1,47E+10;;1,88E+10;1,39E+15
-1,06E+00;3,30E+10;1,47E+10;;1,83E+10;1,39E+15
-1,05E+00;3,30E+10;1,47E+10;;1,83E+10;1,39E+15
-1,05E+00;3,35E+10;1,44E+10;;1,92E+10;1,36E+15
-1,04E+00;3,25E+10;1,47E+10;;1,78E+10;1,39E+15
-1,04E+00;3,30E+10;1,44E+10;;1,87E+10;1,36E+15
-1,03E+00;3,25E+10;1,47E+10;;1,78E+10;1,39E+15
-1,03E+00;3,25E+10;1,47E+10;;1,78E+10;1,39E+15
-1,02E+00;3,25E+10;1,44E+10;;1,82E+10;1,36E+15
-1,02E+00;3,25E+10;1,44E+10;;1,82E+10;1,36E+15
-1,01E+00;3,30E+10;1,44E+10;;1,87E+10;1,36E+15
-1,01E+00;3,25E+10;1,44E+10;;1,82E+10;1,36E+15
-1,00E-01;3,25E+10;1,44E+10;;1,82E+10;1,36E+15
-9,95E-01;3,25E+10;1,44E+10;;1,82E+10;1,36E+15
-9,90E-01;3,30E+10;1,41E+10;;1,90E+10;1,33E+15
-9,85E-01;3,30E+10;1,41E+10;;1,90E+10;1,33E+15
-9,80E-01;3,25E+10;1,37E+10;;1,88E+10;1,29E+15
-9,75E-01;3,20E+10;1,41E+10;;1,80E+10;1,33E+15
-9,70E-01;3,25E+10;1,37E+10;;1,88E+10;1,29E+15
-9,65E-01;3,20E+10;1,37E+10;;1,83E+10;1,29E+15
-9,60E-01;3,25E+10;1,37E+10;;1,88E+10;1,29E+15
-9,55E-01;3,20E+10;1,37E+10;;1,83E+10;1,29E+15
-9,50E-01;3,20E+10;1,37E+10;;1,83E+10;1,29E+15
-9,45E-01;3,25E+10;1,34E+10;;1,91E+10;1,26E+15
-9,40E-01;3,20E+10;1,37E+10;;1,83E+10;1,29E+15
-9,35E-01;3,20E+10;1,41E+10;;1,80E+10;1,33E+15
-9,30E-01;3,20E+10;1,37E+10;;1,83E+10;1,29E+15
-9,25E-01;3,20E+10;1,41E+10;;1,80E+10;1,33E+15
-9,20E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-9,15E-01;3,20E+10;1,31E+10;;1,89E+10;1,24E+15
-9,10E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-9,05E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-9,00E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-8,95E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-8,90E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-8,85E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-8,80E-01;3,20E+10;1,31E+10;;1,89E+10;1,24E+15
-8,75E-01;3,10E+10;1,34E+10;;1,76E+10;1,26E+15
-8,70E-01;3,15E+10;1,34E+10;;1,81E+10;1,26E+15
-8,65E-01;3,10E+10;1,28E+10;;1,82E+10;1,21E+15
-8,60E-01;3,10E+10;1,31E+10;;1,79E+10;1,24E+15
-8,55E-01;3,10E+10;1,31E+10;;1,79E+10;1,24E+15
-8,50E-01;3,10E+10;1,28E+10;;1,82E+10;1,21E+15
-8,45E-01;3,05E+10;1,31E+10;;1,74E+10;1,24E+15
-8,40E-01;3,10E+10;1,28E+10;;1,82E+10;1,21E+15
-8,35E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-8,30E-01;3,15E+10;1,25E+10;;1,90E+10;1,18E+15
-8,25E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-8,20E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-8,15E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-8,10E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-8,05E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-8,00E-01;3,05E+10;1,25E+10;;1,80E+10;1,18E+15
-7,95E-01;3,10E+10;1,25E+10;;1,85E+10;1,18E+15
-7,90E-01;3,05E+10;1,28E+10;;1,77E+10;1,21E+15
-7,85E-01;3,05E+10;1,25E+10;;1,80E+10;1,18E+15
-7,80E-01;3,10E+10;1,25E+10;;1,85E+10;1,18E+15
-7,75E-01;3,05E+10;1,25E+10;;1,80E+10;1,18E+15
-7,70E-01;3,00E+10;1,22E+10;;1,78E+10;1,15E+15
-7,65E-01;3,00E+10;1,22E+10;;1,78E+10;1,15E+15
-7,60E-01;3,05E+10;1,19E+10;;1,87E+10;1,12E+15
-7,55E-01;3,05E+10;1,22E+10;;1,83E+10;1,15E+15
-7,50E-01;3,00E+10;1,19E+10;;1,82E+10;1,12E+15
-7,45E-01;3,05E+10;1,19E+10;;1,87E+10;1,12E+15
-7,40E-01;3,00E+10;1,22E+10;;1,78E+10;1,15E+15
-7,35E-01;3,00E+10;1,19E+10;;1,82E+10;1,12E+15
-7,30E-01;3,05E+10;1,19E+10;;1,87E+10;1,12E+15
-7,25E-01;2,95E+10;1,22E+10;;1,73E+10;1,15E+15
-7,20E-01;3,00E+10;1,19E+10;;1,82E+10;1,12E+15
-7,15E-01;3,05E+10;1,19E+10;;1,87E+10;1,12E+15
-7,10E-01;3,00E+10;1,22E+10;;1,78E+10;1,15E+15
-7,05E-01;2,95E+10;1,19E+10;;1,77E+10;1,12E+15
-7,00E-01;3,00E+10;1,16E+10;;1,85E+10;1,09E+15
-6,95E-01;2,95E+10;1,19E+10;;1,77E+10;1,12E+15
-6,90E-01;2,95E+10;1,16E+10;;1,80E+10;1,09E+15
-6,85E-01;2,95E+10;1,16E+10;;1,80E+10;1,09E+15
-6,80E-01;2,95E+10;1,16E+10;;1,80E+10;1,09E+15
-6,75E-01;2,95E+10;1,16E+10;;1,80E+10;1,09E+15
-6,70E-01;2,95E+10;1,16E+10;;1,80E+10;1,09E+15
-6,65E-01;2,95E+10;1,16E+10;;1,80E+10;1,09E+15
-6,60E-01;2,95E+10;1,12E+10;;1,83E+10;1,06E+15
-6,55E-01;2,95E+10;1,09E+10;;1,86E+10;1,03E+15
-6,50E-01;2,90E+10;1,16E+10;;1,75E+10;1,09E+15
-6,45E-01;2,90E+10;1,12E+10;;1,78E+10;1,06E+15
-6,40E-01;2,90E+10;1,09E+10;;1,81E+10;1,03E+15
-6,35E-01;2,90E+10;1,09E+10;;1,81E+10;1,03E+15
-6,30E-01;2,90E+10;1,12E+10;;1,78E+10;1,06E+15
-6,25E-01;2,90E+10;1,12E+10;;1,78E+10;1,06E+15
-6,20E-01;2,90E+10;1,09E+10;;1,81E+10;1,03E+15
-6,15E-01;2,90E+10;1,09E+10;;1,81E+10;1,03E+15
-6,10E-01;2,85E+10;1,09E+10;;1,76E+10;1,03E+15
-6,05E-01;2,90E+10;1,09E+10;;1,81E+10;1,03E+15
-6,00E-01;2,85E+10;1,06E+10;;1,79E+10;1,00E+15
-5,95E-01;2,85E+10;1,09E+10;;1,76E+10;1,03E+15
-5,90E-01;2,85E+10;1,06E+10;;1,79E+10;1,00E+15
-5,85E-01;2,85E+10;1,06E+10;;1,79E+10;1,00E+15
-5,80E-01;2,85E+10;1,06E+10;;1,79E+10;1,00E+15
-5,75E-01;2,90E+10;1,09E+10;;1,81E+10;1,03E+15
-5,70E-01;2,85E+10;1,06E+10;;1,79E+10;1,00E+15
-5,65E-01;2,90E+10;1,03E+10;;1,87E+10;9,72E+14
-5,60E-01;2,85E+10;1,06E+10;;1,79E+10;1,00E+15
-5,55E-01;2,85E+10;1,03E+10;;1,82E+10;9,72E+14
-5,50E-01;2,85E+10;1,03E+10;;1,82E+10;9,72E+14
-5,45E-01;2,80E+10;1,03E+10;;1,77E+10;9,72E+14
-5,40E-01;2,80E+10;1,03E+10;;1,77E+10;9,72E+14
-5,35E-01;2,85E+10;1,03E+10;;1,82E+10;9,72E+14
-5,30E-01;2,85E+10;1,03E+10;;1,82E+10;9,72E+14
-5,25E-01;2,80E+10;1,03E+10;;1,77E+10;9,72E+14
-5,20E-01;2,80E+10;1,03E+10;;1,77E+10;9,72E+14
-5,15E-01;2,80E+10;1,00E+07;;2,80E+10;9,43E+11
-5,10E-01;2,80E+10;1,00E+07;;2,80E+10;9,43E+11
-5,05E-01;2,80E+10;1,00E+07;;2,80E+10;9,43E+11
-5,00E-01;2,80E+10;1,00E+07;;2,80E+10;9,43E+11
-4,95E-01;2,75E+10;1,00E+07;;2,75E+10;9,43E+11
-4,90E-01;2,75E+10;1,00E+07;;2,75E+10;9,43E+11
-4,85E-01;2,75E+10;1,00E+07;;2,75E+10;9,43E+11
-4,80E-01;2,75E+10;9,68E+06;;2,75E+10;9,13E+11
-4,75E-01;2,75E+10;9,68E+06;;2,75E+10;9,13E+11
-4,70E-01;2,75E+10;9,68E+06;;2,75E+10;9,13E+11
-4,65E-01;2,80E+10;9,68E+06;;2,80E+10;9,13E+11
-4,60E-01;2,80E+10;9,68E+06;;2,80E+10;9,13E+11
-4,55E-01;2,75E+10;9,68E+06;;2,75E+10;9,13E+11
-4,50E-01;2,75E+10;9,37E+06;;2,75E+10;8,84E+11
-4,45E-01;2,80E+10;9,68E+06;;2,80E+10;9,13E+11
-4,40E-01;2,75E+10;9,68E+06;;2,75E+10;9,13E+11
-4,35E-01;2,70E+10;9,37E+06;;2,70E+10;8,84E+11
-4,30E-01;2,70E+10;9,37E+06;;2,70E+10;8,84E+11
-4,25E-01;2,70E+10;9,37E+06;;2,70E+10;8,84E+11
-4,20E-01;2,70E+10;9,06E+06;;2,70E+10;8,55E+11
-4,15E-01;2,75E+10;9,06E+06;;2,75E+10;8,55E+11
-4,10E-01;2,75E+10;9,68E+06;;2,75E+10;9,13E+11
-4,05E-01;2,70E+10;9,06E+06;;2,70E+10;8,55E+11
-4,00E-01;2,70E+10;9,37E+06;;2,70E+10;8,84E+11
-3,95E-01;2,70E+10;9,06E+06;;2,70E+10;8,55E+11
-3,90E-01;2,70E+10;9,06E+06;;2,70E+10;8,55E+11
-3,85E-01;2,70E+10;9,06E+06;;2,70E+10;8,55E+11
-3,80E-01;2,70E+10;9,06E+06;;2,70E+10;8,55E+11
-3,75E-01;2,70E+10;9,37E+06;;2,70E+10;8,84E+11
-3,70E-01;2,65E+10;9,06E+06;;2,65E+10;8,55E+11
-3,65E-01;2,65E+10;8,43E+06;;2,65E+10;7,95E+11
-3,60E-01;2,65E+10;8,75E+06;;2,65E+10;8,25E+11
-3,55E-01;2,65E+10;8,75E+06;;2,65E+10;8,25E+11
-3,50E-01;2,65E+10;8,75E+06;;2,65E+10;8,25E+11
-3,45E-01;2,60E+10;8,75E+06;;2,60E+10;8,25E+11
-3,40E-01;2,65E+10;8,75E+06;;2,65E+10;8,25E+11
-3,35E-01;2,65E+10;8,75E+06;;2,65E+10;8,25E+11
-3,30E-01;2,65E+10;8,75E+06;;2,65E+10;8,25E+11
-3,25E-01;2,60E+10;8,75E+06;;2,60E+10;8,25E+11
-3,20E-01;2,60E+10;8,43E+06;;2,60E+10;7,95E+11
-3,15E-01;2,65E+10;8,43E+06;;2,65E+10;7,95E+11
-3,10E-01;2,65E+10;8,43E+06;;2,65E+10;7,95E+11
-3,05E-01;2,65E+10;8,43E+06;;2,65E+10;7,95E+11
-3,00E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,95E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,90E-01;2,55E+10;8,12E+06;;2,55E+10;7,66E+11
-2,85E-01;2,60E+10;8,43E+06;;2,60E+10;7,95E+11
-2,80E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,75E-01;2,55E+10;8,12E+06;;2,55E+10;7,66E+11
-2,70E-01;2,55E+10;8,12E+06;;2,55E+10;7,66E+11
-2,65E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,60E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,55E-01;2,60E+10;7,81E+06;;2,60E+10;7,37E+11
-2,50E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,45E-01;2,60E+10;8,12E+06;;2,60E+10;7,66E+11
-2,40E-01;2,60E+10;7,81E+06;;2,60E+10;7,37E+11
-2,35E-01;2,60E+10;7,81E+06;;2,60E+10;7,37E+11
-2,30E-01;2,60E+10;7,81E+06;;2,60E+10;7,37E+11
-2,25E-01;2,60E+10;7,81E+06;;2,60E+10;7,37E+11
-2,20E-01;2,50E+10;7,18E+06;;2,50E+10;6,77E+11
-2,15E-01;2,55E+10;7,50E+06;;2,55E+10;7,08E+11
-2,10E-01;2,50E+10;7,18E+06;;2,50E+10;6,77E+11
-2,05E-01;2,55E+10;7,50E+06;;2,55E+10;7,08E+11
-2,00E-01;2,55E+10;7,50E+06;;2,55E+10;7,08E+11
-1,95E-01;2,55E+10;7,50E+06;;2,55E+10;7,08E+11
-1,90E-01;2,50E+10;7,18E+06;;2,50E+10;6,77E+11
-1,85E-01;2,55E+10;7,50E+06;;2,55E+10;7,08E+11
-1,80E-01;2,55E+10;7,50E+06;;2,55E+10;7,08E+11
-1,75E-01;2,50E+10;7,50E+06;;2,50E+10;7,08E+11
-1,70E-01;2,50E+10;7,50E+06;;2,50E+10;7,08E+11
-1,65E-01;2,50E+10;7,50E+06;;2,50E+10;7,08E+11
-1,60E-01;2,45E+10;7,18E+06;;2,45E+10;6,77E+11
-1,55E-01;2,50E+10;7,18E+06;;2,50E+10;6,77E+11
-1,50E-01;2,50E+10;6,87E+06;;2,50E+10;6,48E+11
-1,45E-01;2,50E+10;7,18E+06;;2,50E+10;6,77E+11
-1,40E-01;2,55E+10;7,18E+06;;2,55E+10;6,77E+11
-1,35E-01;2,50E+10;6,87E+06;;2,50E+10;6,48E+11
-1,30E-01;2,45E+10;7,18E+06;;2,45E+10;6,77E+11
-1,25E-01;2,50E+10;6,87E+06;;2,50E+10;6,48E+11
-1,20E-01;2,50E+10;6,56E+06;;2,50E+10;6,19E+11
-1,15E-01;2,50E+10;6,87E+06;;2,50E+10;6,48E+11
-1,10E-01;2,45E+10;6,87E+06;;2,45E+10;6,48E+11
-1,05E-01;2,45E+10;6,87E+06;;2,45E+10;6,48E+11
-1,00E-02;2,50E+10;6,56E+06;;2,50E+10;6,19E+11
-9,50E-02;2,50E+10;6,25E+06;;2,50E+10;5,90E+11
-9,00E-02;2,50E+10;6,56E+06;;2,50E+10;6,19E+11
-8,50E-02;2,45E+10;6,56E+06;;2,45E+10;6,19E+11
-8,00E-02;2,45E+10;6,56E+06;;2,45E+10;6,19E+11
-7,50E-02;2,45E+10;6,56E+06;;2,45E+10;6,19E+11
-7,00E-02;2,50E+10;6,56E+06;;2,50E+10;6,19E+11
-6,50E-02;2,50E+10;6,56E+06;;2,50E+10;6,19E+11
-6,00E-02;2,45E+10;6,56E+06;;2,45E+10;6,19E+11
-5,50E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-5,00E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-4,50E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-4,00E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-3,50E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-3,00E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-2,50E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-2,00E-02;2,45E+10;6,25E+06;;2,45E+10;5,90E+11
-1,50E-02;2,40E+10;5,93E+06;;2,40E+10;5,59E+11
-1,00E-03;2,40E+10;5,93E+06;;2,40E+10;5,59E+11
-500.0E-09;2,45E+10;5,93E+06;;2,45E+10;5,59E+11
+0.0E+00;2,35E+10;5,93E+06;;2,35E+10;5,59E+11
+500.0E-09;2,40E+10;5,93E+06;;2,40E+10;5,59E+11
1,00E-02;2,40E+10;5,93E+06;;2,40E+10;5,59E+11
1,50E-02;2,35E+10;5,62E+06;;2,35E+10;5,30E+11
2,00E-02;2,35E+10;5,62E+06;;2,35E+10;5,30E+11
2,50E-02;2,40E+10;5,93E+06;;2,40E+10;5,59E+11
3,00E-02;2,40E+10;5,62E+06;;2,40E+10;5,30E+11
3,50E-02;2,40E+10;5,62E+06;;2,40E+10;5,30E+11
4,00E-02;2,40E+10;5,31E+06;;2,40E+10;5,01E+11
4,50E-02;2,40E+10;5,62E+06;;2,40E+10;5,30E+11
5,00E-02;2,30E+10;5,62E+06;;2,30E+10;5,30E+11
5,50E-02;2,40E+10;5,31E+06;;2,40E+10;5,01E+11
6,00E-02;2,40E+10;5,31E+06;;2,40E+10;5,01E+11
6,50E-02;2,35E+10;5,31E+06;;2,35E+10;5,01E+11
7,00E-02;2,35E+10;5,31E+06;;2,35E+10;5,01E+11
7,50E-02;2,35E+10;5,31E+06;;2,35E+10;5,01E+11
8,00E-02;2,30E+10;5,31E+06;;2,30E+10;5,01E+11
8,50E-02;2,30E+10;5,31E+06;;2,30E+10;5,01E+11
9,00E-02;2,30E+10;5,31E+06;;2,30E+10;5,01E+11
9,50E-02;2,35E+10;5,00E+06;;2,35E+10;4,72E+11
1,00E-01;2,30E+10;5,00E+06;;2,30E+10;4,72E+11
1,05E-01;2,30E+10;5,00E+06;;2,30E+10;4,72E+11
1,10E-01;2,25E+10;5,00E+06;;2,25E+10;4,72E+11
1,15E-01;2,25E+10;5,00E+06;;2,25E+10;4,72E+11
1,20E-01;2,30E+10;5,00E+06;;2,30E+10;4,72E+11
1,25E-01;2,30E+10;5,00E+06;;2,30E+10;4,72E+11
1,30E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,35E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,40E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,45E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,50E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,55E-01;2,25E+10;4,37E+06;;2,25E+10;4,12E+11
1,60E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,65E-01;2,30E+10;4,68E+06;;2,30E+10;4,42E+11
1,70E-01;2,25E+10;4,37E+06;;2,25E+10;4,12E+11
1,75E-01;2,25E+10;4,68E+06;;2,25E+10;4,42E+11
1,80E-01;2,25E+10;4,37E+06;;2,25E+10;4,12E+11
1,85E-01;2,25E+10;4,68E+06;;2,25E+10;4,42E+11
1,90E-01;2,25E+10;4,37E+06;;2,25E+10;4,12E+11
1,95E-01;2,25E+10;4,68E+06;;2,25E+10;4,42E+11
2,00E-01;2,25E+10;4,37E+06;;2,25E+10;4,12E+11
2,05E-01;2,25E+10;4,37E+06;;2,25E+10;4,12E+11
2,10E-01;2,20E+10;4,06E+06;;2,20E+10;3,83E+11
2,15E-01;2,20E+10;4,37E+06;;2,20E+10;4,12E+11
2,20E-01;2,15E+10;4,06E+06;;2,15E+10;3,83E+11
2,25E-01;2,20E+10;4,06E+06;;2,20E+10;3,83E+11
2,30E-01;2,20E+10;4,06E+06;;2,20E+10;3,83E+11
2,35E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,40E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,45E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,50E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,55E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,60E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,65E-01;2,15E+10;3,75E+06;;2,15E+10;3,54E+11
2,70E-01;2,20E+10;3,75E+06;;2,20E+10;3,54E+11
2,75E-01;2,10E+10;4,06E+06;;2,10E+10;3,83E+11
2,80E-01;2,15E+10;3,75E+06;;2,15E+10;3,54E+11
2,85E-01;2,15E+10;3,43E+06;;2,15E+10;3,24E+11
2,90E-01;2,15E+10;3,43E+06;;2,15E+10;3,24E+11
2,95E-01;2,15E+10;3,43E+06;;2,15E+10;3,24E+11
3,00E-01;2,15E+10;3,43E+06;;2,15E+10;3,24E+11
3,05E-01;2,10E+10;3,43E+06;;2,10E+10;3,24E+11
3,10E-01;2,10E+10;3,43E+06;;2,10E+10;3,24E+11
3,15E-01;2,10E+10;3,43E+06;;2,10E+10;3,24E+11
3,20E-01;2,10E+10;3,43E+06;;2,10E+10;3,24E+11
3,25E-01;2,10E+10;3,43E+06;;2,10E+10;3,24E+11
3,30E-01;2,10E+10;3,43E+06;;2,10E+10;3,24E+11
3,35E-01;2,10E+10;3,12E+06;;2,10E+10;2,94E+11
3,40E-01;2,05E+10;3,12E+06;;2,05E+10;2,94E+11
3,45E-01;2,10E+10;3,12E+06;;2,10E+10;2,94E+11
3,50E-01;2,10E+10;3,12E+06;;2,10E+10;2,94E+11
3,55E-01;2,05E+10;3,12E+06;;2,05E+10;2,94E+11
3,60E-01;2,10E+10;3,12E+06;;2,10E+10;2,94E+11
3,65E-01;2,10E+10;2,81E+06;;2,10E+10;2,65E+11
3,70E-01;2,10E+10;3,12E+06;;2,10E+10;2,94E+11
3,75E-01;2,10E+10;2,81E+06;;2,10E+10;2,65E+11
3,80E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
3,85E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
3,90E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
3,95E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
4,00E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
4,05E-01;2,05E+10;2,50E+06;;2,05E+10;2,36E+11
4,10E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
4,15E-01;2,05E+10;2,81E+06;;2,05E+10;2,65E+11
4,20E-01;2,05E+10;2,50E+06;;2,05E+10;2,36E+11
4,25E-01;2,05E+10;2,50E+06;;2,05E+10;2,36E+11
4,30E-01;2,00E+10;2,50E+06;;2,00E+10;2,36E+11
4,35E-01;2,00E+10;2,50E+06;;2,00E+10;2,36E+11
4,40E-01;2,00E+10;2,50E+06;;2,00E+10;2,36E+11
4,45E-01;2,00E+10;2,18E+06;;2,00E+10;2,06E+11
4,50E-01;2,00E+10;2,18E+06;;2,00E+10;2,06E+11
4,55E-01;2,00E+10;2,18E+06;;2,00E+10;2,06E+11
4,60E-01;2,00E+10;2,18E+06;;2,00E+10;2,06E+11
4,65E-01;2,00E+10;1,87E+06;;2,00E+10;1,76E+11
4,70E-01;2,00E+10;2,18E+06;;2,00E+10;2,06E+11
4,75E-01;2,00E+10;2,18E+06;;2,00E+10;2,06E+11
4,80E-01;2,00E+10;1,87E+06;;2,00E+10;1,76E+11
4,85E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
4,90E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
4,95E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
5,00E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
5,05E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
5,10E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
5,15E-01;1,90E+10;1,87E+06;;1,90E+10;1,76E+11
5,20E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
5,25E-01;1,90E+10;1,87E+06;;1,90E+10;1,76E+11
5,30E-01;1,90E+10;1,87E+06;;1,90E+10;1,76E+11
5,35E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,40E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,45E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,50E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,55E-01;1,95E+10;1,87E+06;;1,95E+10;1,76E+11
5,60E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,65E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,70E-01;1,90E+10;1,56E+06;;1,90E+10;1,47E+11
5,75E-01;1,95E+10;1,25E+06;;1,95E+10;1,18E+11
5,80E-01;1,85E+10;1,56E+06;;1,85E+10;1,47E+11
5,85E-01;1,85E+10;1,25E+06;;1,85E+10;1,18E+11
5,90E-01;1,85E+10;1,25E+06;;1,85E+10;1,18E+11
5,95E-01;1,90E+10;1,25E+06;;1,90E+10;1,18E+11
6,00E-01;1,85E+10;1,25E+06;;1,85E+10;1,18E+11
6,05E-01;1,85E+10;1,25E+06;;1,85E+10;1,18E+11
6,10E-01;1,85E+10;1,25E+06;;1,85E+10;1,18E+11
6,15E-01;1,90E+10;9,33E+05;;1,90E+10;8,80E+10
6,20E-01;1,90E+10;1,25E+06;;1,90E+10;1,18E+11
6,25E-01;1,85E+10;9,33E+05;;1,85E+10;8,80E+10
6,30E-01;1,80E+10;1,25E+06;;1,80E+10;1,18E+11
6,35E-01;1,80E+10;9,33E+05;;1,80E+10;8,80E+10
6,40E-01;1,85E+10;9,33E+05;;1,85E+10;8,80E+10
6,45E-01;1,80E+10;9,33E+05;;1,80E+10;8,80E+10
